label,ID
0,28281779
0,15930085
1,32397312
0,32403337
0,33481221
0,23844677
0,34244018
0,34602496
1,28160950
0,30392784
0,23777631
0,26752306
1,34897098
0,29177109
1,32098966
0,33131045
0,33084842
0,17470457
1,32157189
0,31227601
0,34906502
0,30283815
1,30919572
1,28708303
1,33956305
0,31038196
1,32371413
0,31957018
0,33798445
0,33084218
1,25957987
0,12655319
0,23969301
0,31501153
0,31537641
0,12446870
0,19825160
0,18722801
0,31598935
0,12891685
0,34148545
1,30928208
0,32707456
0,22960331
0,31028127
0,32442813
0,34514038
0,33485186
1,21506293
0,14712351
0,21322020
0,32557143
0,35124661
0,24660942
0,30502028
0,27460976
0,31182772
0,28434495
0,30826922
0,29330883
0,34716235
0,27087320
0,35089622
0,29100090
1,35420166
0,35170016
1,31452935
0,18682748
1,34433101
0,34145229
0,26132555
0,18628520
0,23132696
1,22306327
1,26193622
0,36129616
0,35753512
0,28578023
0,29673649
0,31517310
0,33080915
1,30040974
0,27577878
1,29180244
0,30336224
1,32221475
0,34573280
1,33046446
0,28104464
1,35725860
1,24623842
1,30833663
0,26316326
0,34837036
0,29641573
0,22842229
1,27422788
0,22842227
1,28559085
0,31054281
1,22842231
1,24940029
1,32150116
0,29184169
1,24791140
1,32165824
1,33668384
1,34588515
1,24123792
1,32531858
0,35026968
1,33691693
1,22842230
0,25412400
1,34169998
0,32376792
1,32298515
1,11389829
0,31372974
1,34750850
0,18334619
0,30373780
1,33710394
0,25802885
1,33083721
1,24215330
1,35297556
0,24694336
1,33397043
1,27986441
0,33669240
0,32565791
0,33369814
1,29625556
0,33547378
1,26627464
1,33004838
1,36293425
0,31231135
1,28099117
0,32870709
1,27693370
1,31570750
1,30712878
1,19695877
1,25588603
1,33061333
0,34175147
1,28430856
1,31605140
0,32409511
1,20645878
1,22941224
0,28705014
1,18396105
1,20082726
1,22645277
1,22722621
1,19228676
1,33601107
0,32253937
0,33589474
1,35239007
1,19224587
0,32579787
1,22456481
0,21120508
1,32166880
0,18931000
0,28256728
1,29650794
0,20708823
0,20577002
0,32638105
1,30586030
0,22424122
0,25792239
0,19618195
0,33159016
0,28939980
0,31869396
0,24029428
1,32084423
1,35366317
1,29148534
0,33206719
1,29978580
0,34197453
0,28475857
0,33833411
0,27830187
1,35503477
0,34170046
1,31780880
1,31053780
1,28554332
0,33671795
1,32086284
1,28892148
0,34234302
1,30098700
1,25892863
1,31358956
1,32938993
1,31958074
1,28869103
1,25599672
0,29051493
0,25473036
1,31377847
1,33753861
0,32369491
0,26517685
0,27639823
1,30577886
1,31486992
0,25848831
1,19649163
0,26748743
0,30446344
1,30084067
0,20505825
1,19394700
0,30223810
0,17962451
1,30950897
1,24608252
1,23967202
1,31256822
0,25998065
0,25736335
0,35578252
0,34214447
1,20490923
0,35499206
1,24726568
1,35999587
1,26025547
1,33089527
1,33528079
0,34541688
0,22559935
0,25079578
1,33571559
0,29284203
1,26022245
1,33737586
0,22865819
0,22496669
1,22818067
1,24144883
1,32508047
1,26220970
1,35128800
1,10502784
1,31141158
0,28757364
0,21699693
1,16758144
1,32214361
1,34400365
0,25277362
1,32381727
1,34422331
1,32174067
1,9502428
0,10686424
1,34265140
1,34171171
1,25525159
1,15854030
0,15979919
1,30029678
1,34106991
0,8163671
0,9450904
1,10874315
1,33129265
1,9617436
1,25266621
1,33415332
0,29453956
0,25614874
0,34190362
0,17444508
1,34740920
1,21715711
1,28660751
0,34573359
1,15064763
1,22926664
0,24053775
0,34476298
0,16835246
1,21258814
0,24819634
0,30642740
0,34721278
1,32709422
0,26989944
0,16714318
0,24078732
1,24803844
0,22492563
1,24126688
0,20008656
0,24957169
0,28215760
0,21892769
0,20193559
1,30724636
1,18425620
1,22546700
0,18458227
0,27862672
1,28286897
1,24863639
0,28211244
0,19889647
0,35153971
0,16437557
1,15549395
0,23733358
0,19909486
1,27549087
0,25850958
1,24530046
1,18316077
1,26382835
1,26378787
0,28902413
1,34803088
0,21508331
0,31211173
1,23929728
1,28414270
0,26274329
0,16762064
1,17309650
0,30369941
0,22653593
1,35418194
1,33578441
0,32314272
1,23456260
0,22957060
0,30210586
1,26306937
0,26454100
1,32369273
1,33841295
1,29215088
0,32483926
1,32214227
1,26955893
1,24487800
1,21149811
1,30564185
1,26392352
1,22762946
1,33187793
1,20103646
1,31959851
1,30940614
1,33111339
1,24776741
1,35151251
1,31876103
1,30949922
1,28749478
0,29518281
1,35097097
1,33446253
1,32020600
1,33408077
1,33600046
1,33624863
1,29269699
1,34455394
0,35817949
1,32399599
1,26082584
1,29276005
1,31230720
1,30453078
1,18172691
0,22942235
0,27409067
0,30420730
0,18059268
0,29173301
0,22580415
0,26166474
0,25383785
0,26013824
1,33846082
0,31358993
0,29358613
0,31992839
0,29352212
0,27984487
0,26464484
0,32650789
0,16574953
0,28301468
1,33596411
1,28530678
0,33875846
0,28296976
0,32094338
0,24954872
0,29445930
0,20975947
0,33713422
0,15044642
0,17510212
0,31328266
1,30387909
1,28381550
1,32624484
0,32868181
0,29254190
0,31672324
0,23703872
0,24830959
1,10906158
0,32256370
0,26770037
0,21865213
0,34246755
0,28288174
0,31834604
0,35913199
1,25923035
0,23164417
0,27530794
0,19807735
0,25422309
0,21415153
0,17185149
1,21631963
1,28018459
1,28555925
1,29095814
1,18648499
1,31409296
1,29442545
1,25606418
1,24940039
1,27307692
1,34638995
0,23447127
1,27878435
1,31725171
1,28418495
1,34169787
0,22935719
1,32165640
0,25148791
1,29770612
0,30076350
0,27315345
0,33339270
1,33923544
1,35741713
1,28855599
1,34405108
1,28137957
1,29903538
1,27217339
1,34720994
1,34695705
1,21714071
1,32019516
0,19705361
0,30090657
1,26421390
1,32870915
0,27165006
0,33134512
0,24949580
1,33033738
0,32668055
1,30957677
0,30992063
0,24565865
1,35572931
1,33091395
0,29483666
1,21316993
0,20310007
0,30232368
1,29163333
0,22285144
1,31771779
0,29966207
0,29606608
0,34420199
1,35441217
0,34906457
1,23666964
0,32561571
1,25025441
1,23072324
0,26960314
1,26729832
1,16314641
0,31492822
0,30201732
0,18382370
0,14974914
1,26096992
1,16304664
1,21979946
1,32200538
1,29386252
1,24659481
1,16317055
1,20193854
1,32741965
1,25405498
1,25402382
1,32460727
1,34839152
1,23175444
0,15479192
0,27279923
0,23162105
0,19351833
0,26269449
0,19454582
1,23404858
0,33777662
1,30580288
1,23512077
1,22566194
1,28008009
1,30050099
0,24977658
1,25694510
1,34020699
1,32688340
0,34703596
1,31666924
1,18419787
1,19802898
1,23083876
1,22829200
0,27539324
1,22109755
1,26370861
1,26642834
1,32124427
1,23612575
1,19368708
1,16405730
1,19258401
0,21173220
1,31937788
1,11897817
1,33745191
0,16912137
1,23154831
1,22517554
1,34308104
1,15235042
0,12618761
1,24092654
1,30487145
1,17667967
1,17652212
1,17102082
0,28229225
1,28220018
1,27479822
1,30763140
1,27866708
1,22505706
1,34987164
1,28505269
1,35643636
1,29606347
1,27545678
0,35296332
1,32928291
1,31664658
1,27730629
1,29693651
1,33583041
1,28333917
0,26350515
1,35495142
1,23463464
1,31173442
0,25704602
1,25081408
0,28361103
1,34037900
1,9700195
0,26822237
0,31884946
0,26990548
0,23982692
0,29062094
0,33994118
0,30190612
1,29302074
0,29463886
0,30924587
0,31630094
1,29271071
1,32092440
1,35183220
1,23105016
0,20837989
1,35486108
1,34353900
1,22879865
1,22137173
1,26306921
1,35119454
1,29843651
1,32037394
1,16446974
1,21325291
1,33045815
1,32713623
1,22644621
1,24677602
1,35041927
1,18685134
1,22118943
1,27094865
0,29887346
1,18541801
1,30917570
0,26282903
1,25466404
1,18329316
1,28137300
1,31217084
1,15955953
1,26274610
1,22243833
0,30788857
1,32446772
1,15349871
1,15970950
1,27413743
1,22305527
1,34462534
1,32383744
1,33413482
1,34124335
1,33922911
1,35519826
1,30577881
1,34298581
0,34328347
1,31771860
1,12566389
0,10679946
1,28881669
1,33777089
1,22913777
1,9781036
1,28127875
1,35498405
0,27777120
1,35252483
0,24022022
1,11438998
1,28586049
1,33452237
1,25731960
1,28663156
1,11855933
1,28401263
0,10094560
1,24123110
1,15671102
1,29236161
1,12815606
0,11479741
1,11760847
1,28506345
1,30138938
1,33821301
1,20828673
1,21342251
1,33942288
1,33937142
0,22300680
1,32025537
1,32160374
0,32066479
0,31600233
1,21713987
1,27998428
1,15135428
1,30755392
0,31760938
1,30655187
1,26783040
0,11834095
1,29724887
1,33827627
1,15660230
1,30293248
1,30979366
1,22397652
0,31267001
1,26432670
0,35197081
0,33935161
1,1409720
1,12230456
1,34712267
1,32983484
0,18925618
1,17395561
0,31707452
1,32572521
0,17253930
0,35068125
0,9747027
1,23479201
1,34164522
1,31793067
0,15694177
1,11999978
1,19500388
1,20739387
1,34258332
1,33069919
1,27312557
0,34805638
1,30719581
1,34906475
1,34154874
1,33144682
0,30929401
0,23791648
0,23454488
0,17229666
0,30115096
1,27342130
1,28763161
0,29760218
0,29340042
1,34059922
1,26666178
0,29177441
1,33729517
1,16927315
0,32657593
1,30245926
1,31985533
1,28454995
1,25666757
1,29620724
1,26758326
1,34244600
1,31949757
0,30056620
0,32848021
0,26031903
0,31127727
0,29901129
0,11941538
0,11101850
0,33144663
0,26077850
0,34958143
0,11279527
0,23836246
0,25504735
0,27521129
0,20542149
0,28327142
0,24011702
0,33767660
0,30362252
0,35773178
0,31369399
0,22385474
0,28171565
1,29394990
0,32231661
1,34136434
1,28618409
1,29194579
0,33469725
1,36175824
1,15317892
1,34311961
0,18179883
1,23520208
0,25260786
1,18182450
0,30661131
0,29706346
0,21937992
1,23042115
1,22472776
1,27943079
1,22576477
1,21654842
1,30008451
0,19965977
1,24331529
0,8630118
1,20635792
1,31362757
0,25454803
0,9476130
1,24160257
0,21930969
0,2894352
1,17513176
1,24828792
1,28373534
0,33525650
0,16740153
0,33059327
0,29559475
0,26795593
0,31079900
0,30367527
1,33718801
0,19191325
0,30503522
1,27329125
0,19773262
0,19061985
0,20960466
0,29044489
0,26136524
0,27432187
0,29146883
0,23718193
0,31855845
0,29114930
0,22381658
0,25424902
0,34110484
0,20378560
0,26185635
0,32502767
0,24459294
1,28173647
0,36056436
0,28820871
0,33510604
1,26565537
0,11129331
0,23465862
0,19932602
1,17628222
0,9784232
1,35281663
0,28396157
1,28583327
0,28747690
1,12746442
1,35646072
0,19177531
0,35314707
1,32059735
0,25872961
1,26589311
1,34573903
0,7479590
0,9463337
0,18080783
1,18504684
0,36082656
0,31064022
0,9762612
1,35923507
1,30315573
1,29588375
0,8401503
0,8081399
0,28097321
1,31603145
0,33083013
1,27706744
1,33435586
1,34425818
1,8504303
1,24767253
1,33772059
1,7874128
1,20124950
0,21658778
1,29217828
1,29453195
1,34459660
1,28276201
1,31332962
1,24360809
1,28886269
1,27018475
1,35189007
0,30838450
1,28767323
0,28330790
0,33863784
1,23911319
1,28628107
1,21523770
1,29531791
1,35069677
1,26340140
1,17029192
0,33043462
1,9864185
1,16181207
0,28236294
1,15819673
1,30659614
1,22612274
1,29732565
1,28130782
1,11495631
0,10753853
1,16181206
1,27183894
1,17465951
1,25179760
0,29052223
1,27189905
1,20738827
1,29262920
1,21983722
1,31334863
1,19243542
1,17319828
1,33140446
0,24884404
1,25070883
1,23228153
1,24122907
1,9116304
1,27018217
1,28926139
1,30811032
1,34936100
1,21950494
1,29479713
1,30548271
1,35694763
1,22320258
1,33377204
1,17348873
0,32924170
1,24894016
1,21569040
1,29119571
1,25449090
1,15318849
1,23043317
1,9256293
1,23216299
1,28960314
1,9716619
1,28714065
1,19309476
1,34921421
1,32064622
1,15752151
1,16934070
1,14505497
1,11904002
1,20723165
1,23550903
0,28370118
0,16181204
1,17176329
1,12070041
1,29732572
1,15987365
1,11161244
1,12201845
1,25953588
1,12898187
1,23550956
1,34110623
1,27351456
0,32510605
1,9163603
1,15043574
1,17465950
0,29214630
1,34888890
1,34291823
1,19453979
1,23252593
1,31429112
1,25413218
1,21166680
1,16271106
1,20576012
1,19453980
0,21517889
0,28470789
0,26435076
0,11724987
0,14996197
0,30284287
0,8220426
0,35098548
0,9657766
0,10546588
1,33270227
1,16836572
1,9827916
1,33399221
1,27282785
1,33694191
1,34046910
1,16078918
0,11380457
1,19207167
0,27338008
1,17002624
0,26173592
1,32608521
0,7620172
1,26286238
1,10827273
0,35339733
1,28965616
1,32041611
1,30241732
0,30971288
0,12464675
0,30876877
0,24503134
0,34037665
1,31827253
1,34425670
1,35047021
1,31734096
0,27346686
0,30270081
0,34629743
0,29245109
0,12417523
1,20937510
0,21670436
1,32796131
0,16779558
1,35368679
1,29172004
1,33762497
1,32154989
1,32528171
1,33333461
1,31847883
0,20623375
1,28688748
0,27363342
1,35175440
1,27854218
0,16900928
1,32860008
0,11528383
1,27447704
1,12192640
0,27066551
0,26780752
1,27671536
1,19067361
1,27863379
1,17204937
1,16498447
1,21438138
1,22364884
1,20858712
1,27137936
1,30450693
1,23741301
1,28665435
1,24456035
1,26293594
0,32278324
1,24194756
1,17065149
1,28111898
1,32451364
1,24865491
1,28323875
1,35273634
1,21255775
1,32678187
1,34694888
1,25854761
1,21482675
1,34733315
1,31750563
0,21912531
1,34382076
1,34906498
1,27343064
1,25814643
0,32888375
0,34942405
1,20942669
1,23906836
1,28767289
0,35591945
1,31530938
1,23929686
1,27620904
0,32281771
0,33821390
1,31102422
1,29453417
1,22426308
1,34580403
1,35910219
1,31216405
1,35616356
1,34490615
1,35353340
1,35571021
1,30109123
1,26633542
1,32277047
1,32732226
1,29351919
1,34906459
1,30459321
0,35885948
1,24129430
1,29310717
1,22315194
1,27177984
1,28397860
0,18781616
0,11136233
1,20516075
1,15459958
1,33094510
1,12716767
1,28873070
0,20675372
1,36293320
1,35641834
1,25162926
1,27513193
1,27636896
1,25205112
1,30018422
1,33824500
1,32066632
1,25340522
0,33728376
1,30290665
0,35685318
0,31737670
1,33644933
1,34950897
1,30858058
1,35716097
1,29158550
1,33288889
1,30729726
1,30152016
0,30581057
1,27148574
1,33258288
0,34229113
1,36212160
1,29230160
1,27456059
1,35636160
1,35596688
0,31182893
1,32901917
1,31475041
1,31474318
1,35446974
0,31138708
0,22581836
1,30625039
1,32661301
1,33475861
0,34249922
1,29363114
0,29170628
0,27453575
0,7627190
1,1430200
1,35351432
1,31723846
1,27551681
0,27427187
0,27667160
1,31122244
0,31950797
1,10425037
1,33942936
1,7929842
1,32807033
1,33074480
1,10688845
1,31137067
1,27817865
1,32552793
1,31160820
1,32970752
1,26903547
1,36320799
1,31859446
1,30868567
1,31422002
1,31692161
1,12872269
1,25027319
1,26206228
1,23778322
0,27421018
1,28407358
0,28891236
1,31086828
1,28246015
1,28938739
1,29808484
0,34480478
1,31398340
1,34294890
1,28146470
1,27087313
1,31848144
0,33809641
1,22985903
0,32135276
1,28459198
1,27171548
1,29358614
1,27633801
0,34813128
1,31832804
1,24627108
1,29232904
0,30340945
1,33490854
0,34352414
1,30389552
1,25427998
1,30145809
0,33511595
1,34077496
1,19043417
1,31673062
0,19414857
1,34814161
1,19043416
0,26997321
1,32532877
1,32888943
1,30778343
1,20147969
1,32946550
0,28397838
1,28332277
1,20593197
1,31793497
0,17259707
1,12648223
1,23037955
1,32524838
1,33914963
0,11017804
1,23141803
1,16297190
1,33048975
1,31541171
1,22617145
1,21564177
0,12019212
0,29044474
0,27610647
0,20497287
0,25214170
1,35677558
1,15086573
1,21188847
1,10798362
1,21879244
1,31912549
1,10587579
0,29992552
1,25556823
1,21055240
1,33193670
1,29207017
1,23414653
0,19096451
1,33343614
1,34530633
1,26350204
1,29209020
1,23033978
1,35151370
1,33711248
1,30809968
1,32847043
1,34930662
1,28191889
1,35060114
1,28965761
1,26584823
1,18227105
1,35222245
1,34479984
1,30401461
1,30100084
1,35664652
1,32746785
1,33528672
0,21139683
0,18464802
0,30653986
0,27894351
0,15644419
0,33108454
1,33217554
0,23454784
1,19620628
0,30348809
0,31309983
0,32966608
0,24753537
0,14528102
0,35295078
0,33481921
1,26324699
1,34778134
1,31321910
1,30499904
1,32486560
1,30668521
0,34829455
0,29262419
0,17041600
0,29575617
0,34374102
0,28025328
0,29546359
0,28612835
0,31481669
0,34545459
0,28018608
0,27234373
0,20818383
0,29706646
0,30525188
0,29667327
0,33036707
0,24893065
0,32010038
0,33897758
0,30471716
0,35506549
0,27259154
0,26906009
0,33095795
0,35066699
0,34518484
0,28185376
1,32948376
0,32088416
1,31140736
0,24901367
1,34052969
1,35568357
1,35418828
0,34400370
0,33186761
0,21990111
0,9664077
1,10679943
1,35217970
0,26275418
1,22387303
1,30541466
0,11589012
0,9425237
0,31440721
0,23374165
0,26075876
0,30842224
0,34712575
0,33495530
0,31489614
1,11506414
1,33486620
1,15464427
1,31741823
1,17044973
0,17261688
1,16759889
1,34114234
0,19201763
1,31512412
1,35597529
1,34961372
1,30548811
0,20550970
0,35491649
0,15843403
0,24169522
1,20101687
1,16297189
1,21108632
0,29595749
1,16671095
1,22746836
1,32488467
1,31896775
0,31090205
0,33356723
0,35250876
0,28002589
1,24711017
1,21671392
1,34826401
1,28574513
0,31152317
1,21922596
1,21965141
1,29761480
1,19048628
1,10369879
1,23717403
0,34062854
0,27911912
1,32382995
1,20832469
0,35599357
1,36147510
1,27081546
1,31434872
1,34316018
1,28984810
1,27068579
1,34758253
1,28340560
1,25621899
1,31126177
1,34824372
1,26046366
1,30899265
1,33879512
1,30564305
0,31932770
1,29754768
0,27694994
1,27530400
0,22734304
1,22422540
1,30576809
0,23301036
1,30067419
1,27007868
0,21030577
1,32760237
1,35327962
1,27864101
1,29499418
0,32770541
0,33737016
0,33093841
0,27383115
1,33098264
1,29807018
1,33470886
1,30246063
0,30322678
0,26634552
0,32123938
0,19088120
1,23613367
1,33195954
0,35052464
1,17277775
1,31319225
1,34107839
1,20946018
1,18566967
1,25086671
1,30266093
1,28116328
1,29223885
1,30607023
0,15660834
1,12393480
1,26544041
1,35388452
1,34992632
1,25167861
1,15132717
1,22622956
1,9462754
1,14644427
1,34797406
1,28124377
1,31401500
1,18556184
1,25487684
1,27848944
1,32983954
1,30895386
0,22011817
1,34066437
1,26193382
1,33860439
0,30034362
1,21649651
1,15622525
1,32712428
1,16217704
1,23340081
1,32134591
1,34120799
1,22190371
1,30952489
1,22704013
1,20129935
1,30588498
1,21135204
0,33126486
1,27265003
1,29730803
0,29778030
1,25099510
1,32637629
1,22212417
1,24200040
1,31302675
1,26304067
1,10980529
1,18455367
1,21791420
1,16949238
1,26598494
1,29306089
0,12325075
1,23448551
1,15862198
1,28074849
1,26537434
1,29530121
1,22814174
1,18577546
1,35231114
1,35701389
1,27927575
1,25914049
1,23106342
1,29286531
1,27781031
1,36011376
1,26385057
1,31737037
0,26615598
1,21229316
1,31996704
1,27098784
1,25256448
1,30185235
1,34305802
1,34332575
1,32702657
1,35929942
1,29190809
1,30937099
1,35586607
0,20417043
1,24824604
1,21366555
1,30500859
1,21574244
1,32764743
1,29555671
1,15307100
1,18090929
1,28859041
0,31064749
1,36379227
1,15782403
1,33533142
1,17666371
1,33748703
1,16470591
1,17054430
1,17034029
1,35449633
1,30523342
1,33693786
1,11133753
1,26423830
1,29625052
1,28104920
0,22180433
1,35381066
1,26556299
1,28391042
0,26568271
1,15531462
1,19302922
1,29384262
1,26450985
1,33898437
1,32666501
1,33683667
1,33094908
1,29245942
1,35379526
1,23932106
0,33681650
1,30818181
0,30552426
1,33333793
1,31397114
1,35773235
1,32723703
1,36034301
1,28556953
1,28893434
1,31680349
1,27248490
1,31146092
1,24324832
1,34800434
1,29100083
1,30359774
1,32402703
1,35199448
1,30315519
1,15150650
1,30306255
1,24781087
1,31584066
1,34022416
1,29700284
1,32576952
1,27421267
1,25329635
1,30287924
1,33269555
0,34374989
1,32981126
1,32712301
1,30500349
1,33964137
1,33824347
1,35495172
1,34687117
1,31945512
1,28125078
1,28915250
1,29230040
1,19208383
1,32994724
1,32864857
1,35273153
1,34990798
1,21676421
1,28904586
1,11835386
1,32342562
1,16807905
1,18263758
1,25761052
1,33432707
1,32180488
1,31072091
1,35783294
1,33687620
1,34745209
1,32962729
1,22128017
1,15136673
1,18356755
1,21484434
1,31885218
1,18462440
1,19419417
0,10477430
1,19233912
1,12699245
0,30514647
0,18350650
0,17627795
0,23545314
1,11719352
0,11202053
1,22382040
0,11069625
1,26789143
0,15186324
1,8896428
1,8176248
1,34528261
1,24777812
1,9792863
1,20479301
1,1905636
0,17240319
0,21668429
1,18383605
0,33393347
1,30522880
1,16390615
1,2920211
1,1634232
0,19656450
1,21491622
1,10980536
1,11295834
0,33970200
1,33188300
0,34334354
1,34522618
1,34515336
1,32707086
1,33634263
0,35222531
1,35985664
1,35264596
1,32255556
1,31090900
1,28152038
1,28135145
1,24377541
1,27829682
0,29754767
1,12606733
0,29766397
0,27705013
0,17703316
1,19443904
1,34621001
0,27978560
1,28644590
1,34598035
1,23599153
1,32522261
1,20618354
1,30291343
1,30852976
0,26976419
1,27347161
1,24470512
1,32782288
1,30640315
1,29406563
0,17949294
0,16557584
1,34897210
0,31159747
1,29330641
1,17081686
1,28961279
1,32088803
0,30093976
0,21777424
0,16941501
0,32029870
0,32658311
0,35022142
0,27701467
0,24763289
1,26414517
0,32854451
0,15188161
0,32959997
0,29978187
0,31780696
0,24691292
0,30653782
0,31104418
0,28092684
0,34716526
0,36072346
1,28379579
1,25219767
1,30209273
0,33691766
0,19760748
0,16311595
1,19370762
1,35361390
0,32778825
1,28693988
0,35109910
1,20631720
0,31203424
0,23954310
0,25742969
0,30863077
0,31279840
1,33514801
1,26658511
1,32719376
1,32058304
1,30612563
1,23837176
1,35865640
0,31998365
1,16963011
1,33473346
1,35709987
1,33982424
1,29302025
1,24463508
1,33465109
1,34190021
1,23869231
1,29802999
0,22554691
0,12588800
0,35533453
1,33200426
1,17878207
1,11709191
0,24282183
1,15938569
1,26908613
1,33576794
1,23453855
1,23689641
1,15313851
1,15466003
1,20816175
1,28765568
1,33610554
1,24731844
1,32115343
1,33175337
1,27604308
0,34324503
1,17906881
0,35737913
0,32789750
1,33858029
1,28687971
1,10362365
1,34026625
1,26354780
1,21118518
1,28243972
1,12142726
1,25760539
1,31664672
1,18936345
1,32677750
1,29230157
1,34480364
1,22989186
1,33132204
1,25658757
1,26548919
1,25218063
1,18556440
1,19708017
1,34046667
1,29136273
1,27218149
1,25504734
1,31884615
1,26854927
1,24689660
1,24033328
1,21150893
1,26034137
1,29884787
1,26362251
1,28195393
1,32820034
1,28934986
1,26757254
1,32179092
1,19141585
1,36334246
0,23715670
1,27725659
1,28017472
1,34791246
1,34006472
1,22333897
1,25356970
1,33482836
1,30221345
0,34322155
0,32738032
1,33321115
0,22495306
1,16685654
0,35040250
0,33763395
0,30293990
0,22494076
0,22899091
0,33938664
0,34158382
0,35859960
0,23475205
1,28871440
0,30957255
1,21913903
1,12673791
1,31770251
1,26436962
1,35572607
0,31517061
1,10090476
1,21921422
0,31199774
1,17936304
1,18925671
0,34418069
0,35360862
0,28649538
0,34626609
0,29478820
0,15754283
1,27290639
1,19646679
1,26374825
1,27287710
0,35528826
1,29970488
1,30442103
0,34055685
0,25805767
1,31070016
1,31658438
1,9705022
1,31896777
0,19508970
1,17952091
1,31423530
0,25108386
1,22735941
0,30578351
0,32602053
1,22509293
1,23911393
1,31158284
0,26530418
1,24940746
1,34587386
1,17525851
0,30268864
0,29068479
1,17964524
0,31273949
1,34492281
1,16123401
1,33851411
1,31960602
1,20811047
1,26355662
1,28130426
1,9501220
0,34830511
1,32367544
1,11095629
1,14611946
1,26047050
1,25383945
1,30996589
1,10766140
1,19959640
0,27874104
0,21488244
1,9326927
1,17197551
1,11139690
1,29178642
1,29681726
1,20683928
1,29332120
1,24066033
1,30576320
1,9326941
1,20065226
1,18722466
1,33308271
1,27208204
1,22164218
1,31429209
1,32037395
1,31877759
1,15024725
1,24997176
0,19854499
0,17724218
0,34315337
0,26906952
0,26667666
1,11462243
1,36142423
1,26364624
1,30025130
1,30870047
0,9801879
0,25495949
1,22807296
0,25324289
0,33173045
1,23878505
0,24771178
0,25097241
0,11035546
0,25257057
0,21911650
0,33749153
0,19428278
0,12574942
0,34198905
0,29355681
0,34440456
0,35274013
0,16327884
0,32870266
1,22542437
1,24966162
0,18241067
1,15832312
1,22796001
0,23829193
1,23430840
0,27308838
0,18767270
1,27959697
1,20434380
1,33841490
0,30626930
1,27629047
0,15171998
0,1684086
0,27943070
0,16291504
0,9158144
0,21083904
0,29350094
1,18188679
1,34670123
1,23842438
1,31012112
0,10767181
1,11349232
1,34704412
0,25940036
1,31737040
1,24294134
1,30675864
0,27054707
1,22683754
0,8198141
1,23151387
0,23810226
1,27243974
1,35090489
1,34008015
1,34755185
1,33437391
1,32741963
0,28541421
1,25041856
